Method: LoopBenchmarks::main, Block ID: 22400, Normal Time: 0.004, Slowdown Time: 0.005, Percentage Increase: 25.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 557, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 432, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 433, Normal Time: 0.003, Slowdown Time: 0.002, Percentage Increase: -33.33333333333333%
Method: LoopBenchmarks::sieveLoop, Block ID: 57, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 697, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 58, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 699, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 59, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 61, Normal Time: 0.001, Slowdown Time: 0.002, Percentage Increase: 100.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 62, Normal Time: 0.559, Slowdown Time: 0.895, Percentage Increase: 60.10733452593916%
Method: LoopBenchmarks::sieveLoop, Block ID: 63, Normal Time: 1.393, Slowdown Time: 2.555, Percentage Increase: 83.41708542713569%
Method: LoopBenchmarks::sieveLoop, Median Percentage Increase: 91.97080291970805%
Method: LoopBenchmarks::histogramLoop, Block ID: 64, Normal Time: 0.065, Slowdown Time: 0.133, Percentage Increase: 104.61538461538463%
Method: LoopBenchmarks::histogramLoop, Block ID: 65, Normal Time: 0.008, Slowdown Time: 0.279, Percentage Increase: 3387.5%
Method: LoopBenchmarks::histogramLoop, Block ID: 177, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::histogramLoop, Block ID: 66, Normal Time: 0.212, Slowdown Time: 0.123, Percentage Increase: -41.9811320754717%
Method: LoopBenchmarks::histogramLoop, Block ID: 178, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::histogramLoop, Block ID: 67, Normal Time: 0.437, Slowdown Time: 0.919, Percentage Increase: 110.2974828375286%
Method: LoopBenchmarks::histogramLoop, Block ID: 115, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::histogramLoop, Block ID: 62, Normal Time: 0.067, Slowdown Time: 0.175, Percentage Increase: 161.19402985074623%
Method: LoopBenchmarks::histogramLoop, Block ID: 174, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::histogramLoop, Block ID: 63, Normal Time: 1.617, Slowdown Time: 2.427, Percentage Increase: 50.09276437847867%
Method: LoopBenchmarks::histogramLoop, Block ID: 175, Normal Time: 0.007, Slowdown Time: 0.006, Percentage Increase: -14.285714285714285%
Method: LoopBenchmarks::histogramLoop, Median Percentage Increase: 110.2974828375286%
Method: LoopBenchmarks::raySphereLoop, Block ID: 176, Normal Time: 0.611, Slowdown Time: 1.219, Percentage Increase: 99.50900163666122%
Method: LoopBenchmarks::raySphereLoop, Block ID: 177, Normal Time: 0.0, Slowdown Time: 0.026, Percentage Increase: 0.0%
Method: LoopBenchmarks::raySphereLoop, Block ID: 169, Normal Time: 0.138, Slowdown Time: 0.176, Percentage Increase: 27.536231884057955%
Method: LoopBenchmarks::raySphereLoop, Block ID: 170, Normal Time: 0.092, Slowdown Time: 0.204, Percentage Increase: 121.7391304347826%
Method: LoopBenchmarks::raySphereLoop, Block ID: 171, Normal Time: 0.115, Slowdown Time: 0.249, Percentage Increase: 116.52173913043478%
Method: LoopBenchmarks::raySphereLoop, Block ID: 59, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::raySphereLoop, Block ID: 60, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::raySphereLoop, Block ID: 172, Normal Time: 0.0, Slowdown Time: 0.012, Percentage Increase: 0.0%
Method: LoopBenchmarks::raySphereLoop, Block ID: 173, Normal Time: 0.03, Slowdown Time: 0.071, Percentage Increase: 136.66666666666666%
Method: LoopBenchmarks::raySphereLoop, Block ID: 174, Normal Time: 0.107, Slowdown Time: 0.139, Percentage Increase: 29.90654205607478%
Method: LoopBenchmarks::raySphereLoop, Block ID: 175, Normal Time: 1.262, Slowdown Time: 2.695, Percentage Increase: 113.5499207606973%
Method: LoopBenchmarks::raySphereLoop, Median Percentage Increase: 113.5499207606973%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 161, Normal Time: 2.256, Slowdown Time: 4.584, Percentage Increase: 103.19148936170212%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 162, Normal Time: 0.033, Slowdown Time: 0.068, Percentage Increase: 106.06060606060606%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 130, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 163, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 132, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 155, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::base64EncodeLoop, Median Percentage Increase: 104.62604771115409%
Method: LoopBenchmarks::blurLoop, Block ID: 64, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 65, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 66, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 226, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 67, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 233, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 75, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 237, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 206, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 239, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 240, Normal Time: 0.005, Slowdown Time: 0.005, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 209, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 241, Normal Time: 0.002, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 243, Normal Time: 0.022, Slowdown Time: 0.023, Percentage Increase: 4.545454545454549%
Method: LoopBenchmarks::blurLoop, Block ID: 244, Normal Time: 1.411, Slowdown Time: 2.825, Percentage Increase: 100.21261516654856%
Method: LoopBenchmarks::blurLoop, Block ID: 245, Normal Time: 0.076, Slowdown Time: 0.168, Percentage Increase: 121.05263157894738%
Method: LoopBenchmarks::blurLoop, Block ID: 246, Normal Time: 0.021, Slowdown Time: 0.024, Percentage Increase: 14.285714285714283%
Method: LoopBenchmarks::blurLoop, Block ID: 247, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::blurLoop, Block ID: 248, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 217, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 249, Normal Time: 0.016, Slowdown Time: 0.006, Percentage Increase: -62.5%
Method: LoopBenchmarks::blurLoop, Block ID: 223, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Median Percentage Increase: 57.24916472613142%
Total Average Percentage Increase: 88.29691158644647%
Total Normal Time: 60.99500000000001
Total Slowdown Time: 104.21400000000004
Total Percentage Increase Overall: 70.85662759242565%
