Method: LoopBenchmarks::main, Block ID: 22400, Normal Time: 0.007, Slowdown Time: 0.003, Percentage Increase: -57.14285714285714%
Method: LoopBenchmarks::sieveLoop, Block ID: 696, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 697, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 698, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 61, Normal Time: 0.0, Slowdown Time: 0.003, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 317, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::sieveLoop, Block ID: 62, Normal Time: 0.571, Slowdown Time: 0.882, Percentage Increase: 54.4658493870403%
Method: LoopBenchmarks::sieveLoop, Block ID: 63, Normal Time: 1.32, Slowdown Time: 2.556, Percentage Increase: 93.63636363636363%
Method: LoopBenchmarks::sieveLoop, Median Percentage Increase: 98.5130970724191%
Method: LoopBenchmarks::histogramLoop, Block ID: 64, Normal Time: 0.139, Slowdown Time: 0.154, Percentage Increase: 10.791366906474808%
Method: LoopBenchmarks::histogramLoop, Block ID: 65, Normal Time: 0.275, Slowdown Time: 0.286, Percentage Increase: 3.9999999999999827%
Method: LoopBenchmarks::histogramLoop, Block ID: 177, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::histogramLoop, Block ID: 66, Normal Time: 0.005, Slowdown Time: 0.126, Percentage Increase: 2420.0%
Method: LoopBenchmarks::histogramLoop, Block ID: 178, Normal Time: 0.001, Slowdown Time: 0.002, Percentage Increase: 100.0%
Method: LoopBenchmarks::histogramLoop, Block ID: 67, Normal Time: 0.547, Slowdown Time: 0.835, Percentage Increase: 52.650822669104194%
Method: LoopBenchmarks::histogramLoop, Block ID: 62, Normal Time: 0.01, Slowdown Time: 0.148, Percentage Increase: 1380.0%
Method: LoopBenchmarks::histogramLoop, Block ID: 174, Normal Time: 0.001, Slowdown Time: 0.002, Percentage Increase: 100.0%
Method: LoopBenchmarks::histogramLoop, Block ID: 63, Normal Time: 1.706, Slowdown Time: 2.365, Percentage Increase: 38.62837045720987%
Method: LoopBenchmarks::histogramLoop, Block ID: 175, Normal Time: 0.006, Slowdown Time: 0.004, Percentage Increase: -33.33333333333333%
Method: LoopBenchmarks::histogramLoop, Median Percentage Increase: 76.3254113345521%
Method: LoopBenchmarks::raySphereLoop, Block ID: 176, Normal Time: 0.624, Slowdown Time: 1.118, Percentage Increase: 79.16666666666669%
Method: LoopBenchmarks::raySphereLoop, Block ID: 169, Normal Time: 0.12, Slowdown Time: 0.257, Percentage Increase: 114.16666666666669%
Method: LoopBenchmarks::raySphereLoop, Block ID: 170, Normal Time: 0.098, Slowdown Time: 0.107, Percentage Increase: 9.183673469387749%
Method: LoopBenchmarks::raySphereLoop, Block ID: 59, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::raySphereLoop, Block ID: 171, Normal Time: 0.135, Slowdown Time: 0.36, Percentage Increase: 166.66666666666663%
Method: LoopBenchmarks::raySphereLoop, Block ID: 173, Normal Time: 0.015, Slowdown Time: 0.108, Percentage Increase: 620.0%
Method: LoopBenchmarks::raySphereLoop, Block ID: 174, Normal Time: 0.099, Slowdown Time: 0.118, Percentage Increase: 19.19191919191918%
Method: LoopBenchmarks::raySphereLoop, Block ID: 175, Normal Time: 1.269, Slowdown Time: 2.602, Percentage Increase: 105.04334121355399%
Method: LoopBenchmarks::raySphereLoop, Median Percentage Increase: 105.04334121355399%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 160, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 161, Normal Time: 2.253, Slowdown Time: 4.601, Percentage Increase: 104.21660008877052%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 145, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 162, Normal Time: 0.036, Slowdown Time: 0.06, Percentage Increase: 66.66666666666667%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 132, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::base64EncodeLoop, Block ID: 54, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::base64EncodeLoop, Median Percentage Increase: 85.4416333777186%
Method: LoopBenchmarks::blurLoop, Block ID: 225, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 226, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 227, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 74, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 75, Normal Time: 0.002, Slowdown Time: 0.003, Percentage Increase: 50.0%
Method: LoopBenchmarks::blurLoop, Block ID: 236, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 237, Normal Time: 0.003, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 238, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: LoopBenchmarks::blurLoop, Block ID: 240, Normal Time: 0.015, Slowdown Time: 0.01, Percentage Increase: -33.33333333333333%
Method: LoopBenchmarks::blurLoop, Block ID: 209, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 243, Normal Time: 0.024, Slowdown Time: 0.02, Percentage Increase: -16.666666666666664%
Method: LoopBenchmarks::blurLoop, Block ID: 244, Normal Time: 1.405, Slowdown Time: 2.827, Percentage Increase: 101.20996441281139%
Method: LoopBenchmarks::blurLoop, Block ID: 213, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 245, Normal Time: 0.094, Slowdown Time: 0.17, Percentage Increase: 80.85106382978725%
Method: LoopBenchmarks::blurLoop, Block ID: 214, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 246, Normal Time: 0.024, Slowdown Time: 0.023, Percentage Increase: -4.1666666666666705%
Method: LoopBenchmarks::blurLoop, Block ID: 247, Normal Time: 0.001, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 216, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 248, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 249, Normal Time: 0.011, Slowdown Time: 0.011, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 60, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 61, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Block ID: 222, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: LoopBenchmarks::blurLoop, Block ID: 223, Normal Time: 0.002, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: LoopBenchmarks::blurLoop, Median Percentage Increase: 80.85106382978725%
Total Average Percentage Increase: 88.68302974957498%
Total Normal Time: 62.83899999999998
Total Slowdown Time: 105.72800000000004
Total Percentage Increase Overall: 68.2522000668376%
